id,name,artifact_type,category,availability,status,primary_url,description
cloud-and-apm-suites-with-llm-observability--new-relic-ai-monitoring,New Relic AI Monitoring,tool,Cloud and APM Suites with LLM Observability,commercial,active,https://docs.newrelic.com/docs/ai-monitoring/intro-to-ai-monitoring/,"New Relic AI Monitoring adds model, token, cost, feedback, prompt-response, tool, and agent trace views to New Relic APM and accepts OpenTelemetry GenAI traces."
cloud-and-apm-suites-with-llm-observability--sentry-ai-monitoring,Sentry AI Monitoring,tool,Cloud and APM Suites with LLM Observability,open-core,active,https://docs.sentry.io/ai/monitoring/,"Sentry AI Monitoring captures agent runs, LLM calls, tools, handoffs, conversations, tokens, cost, latency, and errors and connects those spans to Sentry's application traces and error context."
cloud-and-apm-suites-with-llm-observability--dynatrace-ai-observability,Dynatrace AI Observability,tool,Cloud and APM Suites with LLM Observability,commercial,active,https://docs.dynatrace.com/docs/observe/dynatrace-for-ai-observability,"Dynatrace AI Observability correlates OpenTelemetry and OpenLLMetry data for models, agents, tools, vector databases, services, infrastructure, token usage, cost, latency, errors, and root-cause analysis."
cloud-and-apm-suites-with-llm-observability--grafana-cloud-ai-observability,Grafana Cloud AI Observability,tool,Cloud and APM Suites with LLM Observability,commercial,active,https://grafana.com/docs/grafana-cloud/machine-learning/ai-observability/,"Grafana Cloud AI Observability is an OpenTelemetry-based service for monitoring LLM conversations, agents, quality, cost, tokens, latency, tools, traces, metrics, and logs across the Grafana stack."
cloud-and-apm-suites-with-llm-observability--elastic-llm-and-agentic-ai-observability,Elastic LLM and Agentic AI Observability,tool,Cloud and APM Suites with LLM Observability,open-core,active,https://www.elastic.co/docs/solutions/observability/applications/llm-observability,"Elastic LLM and Agentic AI Observability uses Elastic APM, OpenTelemetry, logs, metrics, traces, and prebuilt dashboards to monitor prompts, responses, model calls, tools, token use, latency, errors, and cost."
cloud-and-apm-suites-with-llm-observability--honeycomb-agent-timeline,Honeycomb Agent Timeline,tool,Cloud and APM Suites with LLM Observability,commercial,active,https://docs.honeycomb.io/investigate/observe/agent-timeline,"Honeycomb Agent Timeline renders OpenTelemetry GenAI spans as conversation and multi-agent timelines with model calls, tools, messages, errors, token usage, latency, and related service traces."
cloud-and-apm-suites-with-llm-observability--ibm-instana-ai-agent-and-llm-observability,IBM Instana AI Agent and LLM Observability,tool,Cloud and APM Suites with LLM Observability,commercial,active,https://www.ibm.com/products/instana/ai-agent-llm-observability,"IBM Instana AI Agent and LLM Observability discovers AI components and correlates agent workflows, models, tools, vector databases, quality evaluations, cost, tokens, latency, and infrastructure telemetry."
cloud-and-apm-suites-with-llm-observability--coralogix-ai-center,Coralogix AI Center,tool,Cloud and APM Suites with LLM Observability,commercial,active,https://coralogix.com/cx/platform/ai-observability/,"Coralogix AI Center ingests OpenTelemetry GenAI traces and provides session exploration, production evaluators, guardrails, cost analytics, security posture, and correlation with application observability data."
cloud-and-apm-suites-with-llm-observability--amazon-cloudwatch-genai-observability,Amazon CloudWatch GenAI Observability,tool,Cloud and APM Suites with LLM Observability,commercial,active,https://docs.aws.amazon.com/AmazonCloudWatch/latest/monitoring/GenAI-observability.html,"Amazon CloudWatch GenAI Observability provides managed views, traces, metrics, logs, quality signals, token usage, latency, and errors for Bedrock, AgentCore, and externally instrumented generative-AI workloads."
classic-ml-and-data-monitoring--whylogs,whylogs,tool,Classic ML and Data Monitoring,open-source,active,https://github.com/whylabs/whylogs,"whylogs is an open-source library and data-logging standard that creates mergeable statistical profiles for monitoring data quality, drift, and model inputs or outputs without storing raw records."
classic-ml-and-data-monitoring--nannyml,NannyML,tool,Classic ML and Data Monitoring,open-core,active,https://github.com/NannyML/nannyml,"NannyML is an open-source monitoring library with a commercial cloud for estimating post-deployment model performance, detecting covariate shift, and identifying data-quality changes when targets are delayed or absent."
classic-ml-and-data-monitoring--deepchecks,Deepchecks,tool,Classic ML and Data Monitoring,open-core,active,https://github.com/deepchecks/deepchecks,"Deepchecks is an open-source testing package with a commercial monitoring platform for data integrity, drift, model performance, validation suites, and alerting across machine-learning systems."
classic-ml-and-data-monitoring--alibi-detect,Alibi Detect,tool,Classic ML and Data Monitoring,open-source,active,https://github.com/SeldonIO/alibi-detect,"Alibi Detect is an open-source Python library for outlier, adversarial, concept-drift, and data-drift detection on tabular, text, image, and time-series data."
classic-ml-and-data-monitoring--great-expectations,Great Expectations,tool,Classic ML and Data Monitoring,open-source,active,https://github.com/great-expectations/great_expectations,"Great Expectations is an open-source framework for expressing, validating, documenting, and monitoring data-quality expectations in pipelines that may feed retrieval, evaluation, or model systems."
classic-ml-and-data-monitoring--fairlearn,Fairlearn,tool,Classic ML and Data Monitoring,open-source,active,https://github.com/fairlearn/fairlearn,Fairlearn is an open-source Python package for assessing disparities with fairness metrics and for mitigating unfairness in supervised machine-learning models.
classic-ml-and-data-monitoring--ai-fairness-360,AI Fairness 360,tool,Classic ML and Data Monitoring,open-source,active,https://github.com/Trusted-AI/AIF360,"AI Fairness 360 is an open-source toolkit from IBM and LF AI & Data containing fairness metrics, explanations, and bias-mitigation algorithms for datasets and machine-learning models."
discontinued-and-historical-tools--literal-ai,Literal AI,historical,Discontinued and Historical Tools,discontinued,discontinued,https://docs.literalai.com/more/migration-guide,"Literal AI was a hosted LLM observability, evaluation, and prompt-management platform that was discontinued on October 31, 2025, with its official migration guide directing users to export data."
discontinued-and-historical-tools--whylabs-platform,WhyLabs Platform,historical,Discontinued and Historical Tools,discontinued,discontinued,https://docs.whylabs.ai/docs/open-source-project/,WhyLabs Platform was a hosted AI observability service whose SaaS access ended in March 2025 after the company discontinued operations; its platform code and the whylogs and LangKit projects remain available.
discontinued-and-historical-tools--humanloop,Humanloop,historical,Discontinued and Historical Tools,discontinued,discontinued,https://humanloop.com/docs/v5/changelog/2025/08.md,"Humanloop was a prompt, evaluation, and observability platform that sunset on September 8, 2025 following the team's acquisition by Anthropic."
discontinued-and-historical-tools--neptune,Neptune,historical,Discontinued and Historical Tools,discontinued,discontinued,https://docs.neptune.ai/transition_hub,"Neptune was an experiment-tracking platform whose hosted app and API were permanently shut down on March 5, 2026 following its acquisition by OpenAI."
discontinued-and-historical-tools--tensorzero,TensorZero,historical,Discontinued and Historical Tools,discontinued,discontinued,https://github.com/tensorzero/tensorzero,"TensorZero was an open-source LLM gateway, observability, evaluation, and optimization platform whose repository was archived and made read-only on June 12, 2026 after its final June release."
discontinued-and-historical-tools--truera-ai-observability-platform,TruEra AI Observability Platform,historical,Discontinued and Historical Tools,discontinued,discontinued,https://truera.com/snowflake-is-acquiring-the-truera-ai-observability-platform/,"TruEra AI Observability Platform provided model and LLM evaluation, monitoring, explainability, and debugging before Snowflake acquired the platform in 2024; the separate open-source TruLens project continues."
discontinued-and-historical-tools--robust-intelligence,Robust Intelligence,historical,Discontinued and Historical Tools,discontinued,discontinued,https://www.cisco.com/site/us/en/products/security/ai-defense/robust-intelligence-is-part-of-cisco/index.html,"Robust Intelligence was an AI security platform for model validation, red teaming, and runtime protection that Cisco acquired in 2024 and incorporated into Cisco AI Defense and Foundation AI."
discontinued-and-historical-tools--aporia,Aporia,historical,Discontinued and Historical Tools,discontinued,discontinued,https://coralogix.com/blog/coralogix-acquires-aporia/,Aporia was an AI observability and guardrails platform that Coralogix acquired in December 2024 and integrated into its AI research center and AI observability offering.
discontinued-and-historical-tools--calypsoai,CalypsoAI,historical,Discontinued and Historical Tools,discontinued,discontinued,https://www.f5.com/company/blog/securing-ai-the-future-is-runtime,"CalypsoAI was an AI runtime-security and red-teaming company acquired by F5 in September 2025, with its technology subsequently released through F5 AI Guardrails and F5 AI Red Team."
